PSA-Nr.;Aufstellort;Bezirk/Gebiet;Abschnitt/-von;Abschnitt/-bis;Stellplätze;Roter Punkt;Gebuehrenzeit;Gebuehr je 15 Minuten;HPD/Std.;Tagesgebuehr;Tarifzone;GeoKoordinateNord;GeoKoordinateOst 
2133;Elisabeth-Breuer-Str. 38;Mülheim;Steinkopfstr.;Mündelstr.;23;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,961189;7011005
2134;Elisabeth-Breuer-Str. 63;Mülheim;Steinkopfstr.;Mündelstr.;26;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,962099;7,012341
2135;Elisabeth-Breuer-Str. 25;Mülheim;Steinkopfstr.;Mündelstr.;17;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,960497;7009692
2136;Lassallestr. 63;Mülheim;Steinkopfstr.;Frankfurter Str.;10;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,959334;7,009158
2137;Sonderburger Str. 1;Mülheim;Graf-Adolf-Str.;Lassallestr.;31;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,957539;7,006995
2138;Mündelstr. 4 - 8;Mülheim;Eulenbergstr.;Rodiusstr.;10;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,9614643;7,0158273
2139;Mündelstr. ggü 1;Mülheim;Rhodiusstr.;Elisabeth-Breuer-Str.;22;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,96242;7,012697
2140;Mündelstr.;Mülheim;Elisabeth-Breuer-Str.;Montanusstr.;5;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,962187;7,012767
2141;Mündelstr.;Mülheim;Montanusstr.;Elisabeth-Breuer-Str.;14;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,962181;7,012745
2142;Steinkopfstr. 61;Mülheim;Montanusstr.;Thywissenstr.;28;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,959195;7,011899
2143;Thywissenstr. 12;Mülheim;Steinkopfstr.;Clostermannstr.;13;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,960314;7011847
2144;Thywissenstr. ggü. 2;Mülheim;Steinkopfstr.;Clostermannstr.;13;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,959501;7011413
2145;Thywissenstr.;Mülheim;Steinkopfstr.;Clostermannstr.;10;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,959729;7,011566
2146;Präses-Richter-Platz 1a;Mülheim;Thywissenstr.;Steinkopfstr.;12;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,9597945;7,0110997
2147;Steinkopfstr. ggü. 5;Mülheim;Elisabeth-Breuer-Str.;Thywissenstr.;24;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,959858;7,009863
2148;Steinkopfstr. ggü. 32;Mülheim;Elisabeth-Breuer-Str.;Thywissenstr.;12;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,959498;7,010662
2149;Wiesbadener Str. 2;Mülheim;Frankfurter Str.;Steinkopfstr.;13;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,958789;7,009875
2150;Wiesbadener Str. 23;Mülheim;Frankfurter Str.;Steinkopfstr.;15;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,9592355;7,0109096
2151;Rüdesheimer Str. 30-32;Mülheim;Montanusstr.;Wiesbadener Str.;12;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,95825;7,01123
2152;Rüdesheimer Str. 8-10;Mülheim;Montanusstr.;Wiesbadener Str.;10;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,9587892;7,0105974
2153;Clostermannstr. 10/12;Mülheim;Montanusstr.;Elisabeth-Breuer-Str.;10;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,96018;7,012285
2154;Clostermannstr. 6;Mülheim;Montanusstr.;Elisabeth-Breuer-Str.;18;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,960396;7012006
2155;Montanusstr. ggü. 76;Mülheim;Bergisch Gladbacher Str.;Mündelstr.;15;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,9629993;7,0128665
2156;Zehntstr. 6;Mülheim;Montanusstr.;Bergisch Gladbacher Str.;24;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,9631914;7,0142927
2157;Zehntstr.;Mülheim;Montanusstr.;Bergisch Gladbacher Str.;23;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,9632102;7,0143239
2158;Mündelstr.;Mülheim;Montanusstr.;Wendeanlage;12;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;14;Ja;500110;50,96216;7,014226
2159;Mündelstr. Höhe Brauerei;Mülheim;Montanusstr.;Wendeanlage;10;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;14;Ja;500110;50,962201;7,015546
2160;Bergisch Gladbacher Str. 126;Mülheim;Zehntstr.;Carlswerkstr.;9;MÜLH + KEUP;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,9633774;7,015386
2161;Bergisch Gladbacher Str. ggü. 133;Mülheim;Zehntstr.;Carlswerkstr.;10;MÜLH + KEUP;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,963388;7,015445
2162;Eulenbergstr. 13-21;Mülheim;Mündelstr.;Wiener Platz;24;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,961816;7,007218
2163;Eulenbergstr. 48/50;Mülheim;Mündelstr.;Wiener Platz;19;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,962179;7,00872
2164;Bergisch Gladbacher Str. Lt. 4;Mülheim;Genovevastr.;Eulenbergstr.;25;MÜLH + KEUP;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,962686;7,009572
2165;Bergisch Gladbacher Str. Lt.8;Mülheim;Eulenbergstr.;Montanusstr.;7;MÜLH + KEUP;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,962662;7,011288
2166;Montanusstr. 121;Mülheim;Mündelstr.;Frankfurter Str.;7;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,961805;7,013539
2167;Montanusstr. 105;Mülheim;Mündelstr.;Frankfurter Str.;11;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,961399;7013652
2168;Montanusstr. 87;Mülheim;Mündelstr.;Frankfurter Str.;8;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,960702;7013556
2169;Montanusstr. 69;Mülheim;Mündelstr.;Frankfurter Str.;9;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,960342;7,013106
2170;Montanusstr. 15;Mülheim;Steinkopfstr.;Rüdesheimer Str.;9;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,958999;7012515
2171;Montanusstr. 9;Mülheim;Rüdesheimer Str.;Frankfurter Str.;8;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,958467;7012081
2172;Dülkenstraße ggü. 18 (Seniorenstift);Porz;Stichstraße am Elisa-Seniorenstift;;7;;Mo-Fr 09:00 - 18:00;0,50 €;2;;500033;50,89022368;7,0525796
2173;Bergisch Gladbacher Str. 75;Mülheim;Keupstr.;Holweider Str.;10;MÜLH + KEUP;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,96267195;7,01145773
2174;Bergisch Gladbacher Str. 71;Mülheim;Keupstr.;Holweider Str.;8;MÜLH + KEUP;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,9628;7,01064
2175;Bergisch Gladbacher Str. Lt. 15;Mülheim;Keupstr.;Holweider Str.;9;MÜLH + KEUP;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,962633;7,011783
2176;Bergisch Gladbacher Str. Lt. 11;Mülheim;Keupstr.;Holweider Str.;10;MÜLH + KEUP;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,962765;7,011788
2177;Bergisch Gladbacher Str.;Mülheim;Keupstr.;Holweider Str.;11;MÜLH + KEUP;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,962694;7,011943
2178;Bergisch Gladbacher Str. 133;Mülheim;Carlswerkstr.;Keupstr.;10;MÜLH + KEUP;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,963647;7,0155398
2179;Bergisch Galdbacher Str. 123;Mülheim;Carlswerkstr.;Keupstr.;11;MÜLH + KEUP;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,963674;7,015116
2180;Bergisch Gladbacher Str. 109;Mülheim;Carlswerkstr.;Keupstr.;9;MÜLH + KEUP;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,963506;7,013694
2181;Bergischer Ring 40;Mülheim;Rendsburger Platz;Wiener Platz;18;;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,959363;7,002872
2182;Ostlandstr. 59;Weiden-Süd;Freiburger Str.;Schulstr.;11;Weiden-S;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,93569;6,8301
2183;Potsdamer Str. 4;Weiden-Süd;An der Alten Post;Lübecker Str.;36;Weiden-S;Mo-Sa 09:00 - 20:00;0,50 €;11;Ja;500117;50,93385;6,82998
2184;Potsdamer Str. 8;Weiden-Süd;An der Alten Post;Lübecker Str.;31;Weiden-S;Mo-Sa 09:00 - 20:00;0,50 €;11;Ja;500117;50,93368182;6,83336
2185;Potsdamer Str.;Weiden-Süd;An der Alten Post;Freiburger Str.;20;Weiden-S;Mo-Sa 09:00 - 20:00;0,50 €;11;Ja;500117;50,93372193;6,8315737
2186;Potsdamer Str. 1;Weiden-Süd;An der Alten Post;Freiburger Str.;11;Weiden-S;Mo-Sa 09:00 - 20:00;0,50 €;11;Ja;500117;50,93406;6,8299
2187;Potsdamer Str. ggü. 19;Weiden-Süd;Freiburger Str.;Schulstr.;22;Weiden-S;Mo-Sa 09:00 - 20:00;0,50 €;11;Ja;500117;50,93470494;6,82898947
2188;Königsberger Str. 4;Weiden-Süd;Ostlandstr.;Danziger Str.;14;Weiden-S;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,9359881;6,8415204
2189;freie Nummer (ehemals Joseph-Stelzmann-Str.);Lindenthal Süd I;Kerpener Str.;Bardenheuer Str.;11;Lind-S I + Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,92481229;6,92015827
2190;Auerbachplatz;Sülz-Nord II;Platzfläche;;25;Sülz-N II;"Mo, Mi + Do. 09:00 - 21:00; Di + Fr 14:00 - 21:00 + Sa 09:00 - 13:00";0,50 €;4;;500067;;
2191;Otto-Gerig-Str. 10;Deutz V;;;25;DEUTZ V;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,92828;6,97705
2192;Otto-Gerig-Str. (Zufahrt Parkplatz);Deutz V;;;41;DEUTZ V;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,92790867;6,97712637
2193;Limburger Str. 22/24;Belgisches Viertel;Hohenzollernring;Friesenplatz;21;BELG;Mo-So 09:00 - 01:00;1,00 €;4;;500005;50,940032;6,938514
2194;Kirchweg 123/125;Lindenthal;Kölner Weg;Maarstraße;10;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 14:00;0,50 €;2;;500063;50,9325607;6,85827836
2195;freie Nummer (ehemals Aachener Str. 323);Lindenthal Nord I;Klosterstr.;Max-Reger-Str.;10;Lind-N I;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,93667599;6,91358295
2196;Aachener Str. 307 a;Lindenthal Nord I;Max-Reger-Str.;Brucknerstr.;6;Lind-N I;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,93662212;6,91539195
2197;Aachener Str. 259;Lindenthal Nord I;Brucknerstr.;Pfitznerstr.;5;Lind-N I;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,93655431;6,91811684
2198;Aachener Str.  249;Lindenthal Nord I;Pfitznerstr.;Richard-Strauss-Str.;7;Lind-N I;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9365254;6,91968636
2199;Aachener Str. 231;Lindenthal Nord I;Pfitznerstr.;Richard-Strauss-Str.;5;Lind-N I;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,93652715;6,92051486
2200;Aachener Str. 203;Lindenthal Nord I;Richard-Strauss-Str.;Universitätsstr.;5;Lind-N I;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,93650212;6,92261673
2201;Aachener Str. 75 a;Lindenthal Nord I;Richard-Strauss-Str.;Universitätsstr.;3;Lind-N I;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,93648764;6,92345256
2202;Universitätsstr. 91;Lindenthal Nord I;Aachener Str.;Clarenbachstr.;9;Lind-N I;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93624556;6,92418903
2203;Universitätsstr. ggü. 85;Lindenthal Nord I;Aachener Str.;Clarenbachstr.;14;Lind-N I;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93565869;6,92413464
2204;Richard-Strauss-Str. 2;Lindenthal Nord I;;;14;Lind-N I;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93604015;6,92189593
2205;Pfitznerstr. 2/2a;Lindenthal Nord I;;;14;Lind-N I;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93610625;6,91843955
2206;Brucknerstr. 3;Lindenthal Nord I;Clarenbachstr.;Aachener Str.;25;Lind-N I;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93613701;6,91752893
2207;Max-Reger-Str.  ggü. 2;Lindenthal Nord I;;;8;Lind-N I;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93627027;6,9150552
2208;Clarenbachstr. 2;Lindenthal Nord I;Universitätsstr.;Richard-Strauss-Str.;13;Lind-N I;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93549982;6,92382122
2209;Clarenbachstr. 6;Lindenthal Nord I;Universitätsstr.;Richard-Strauss-Str.;10;Lind-N I;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93549971;6,92271288
2210;Clarenbachstr. 12;Lindenthal Nord I;Richard-Strauss-Str.;Pfitznerstr.;5;Lind-N I;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93555283;6,92174024
2211;Clarenbachstr. 154;Lindenthal Nord I;Richard-Strauss-Str.;Pfitznerstr.;11;Lind-N I;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93551765;6,9200711
2212;Clarenbachstr. 164;Lindenthal Nord I;Richard-Strauss-Str.;Pfitznerstr.;10;Lind-N I;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93553012;6,91870833
2213;Clarenbachstr. 168;Lindenthal Nord I;Pfitznerstr.;Brucknerstr.;10;Lind-N I;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93552041;6,91797748
2214;Clarenbachstr. ggü 1;Lindenthal Nord I;Brucknerstr.;Max-Reger-Str.;23;Lind-N I;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93588356;6,91669018
2215;Clarenbachstr. 174;Lindenthal Nord I;Brucknerstr.;Max-Reger-Str.;7;Lind-N I;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93588344;6,91540712
2216;Clarenbachstr.;Lindenthal Nord I;Max-Reger-Str.;Klosterstr.;26;Lind-N I;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;;
2217;Klosterstr. ggü. 112/114;Lindenthal Nord I;Clarenbachstr.;Friedrich-Schmidt-Str;17;Lind-N I + Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,9352021;6,91348715
2218;Klosterstr. 79;Lindenthal Nord I;Rautenstrauchstr.;Friedrich-Schmidt-Str;10;Lind-N I + Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93383527;6,91367939
2219;Klosterstr. 79 b;Lindenthal Nord I;Rautenstrauchstr.;Friedrich-Schmidt-Str;11;Lind-N I + Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93437764;6,91361947
2220;Klosterstr. 63/65;Lindenthal Nord I;Wüllnerstr.;Rautenstrauchstr.;13;Lind-N I + Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93259027;6,91387408
2221;Klosterstr. 11-13;Lindenthal Nord I;Dürener Str.;Wüllnerstr.;13;Lind-N I + Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93068614;6,91481648
2222;Universitätsstr. 79;Lindenthal Nord I;Gottfried-Keller-Str.;Dürener Str.;11;Lind-N I;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93375522;6,92446041
2223;Gottfried-Keller-Str. 7;Lindenthal Nord I;Privatstr. Gottfried-Keller-Str.;Universitätsstr.;24;Lind-N I;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93397718;6,92327274
2224;Herbert-Lewin-Str. 7;Lindenthal Nord I;Dürener Str.;Danteweg;14;Lind-N I;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93387705;6,92207665
2225;Herbert-Lewin-Str. 11;Lindenthal Nord I;Dürener Str.;Danteweg;9;Lind-N I;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,9334617;6,92205657
2226;Herbert-Lewin-Str. 17;Lindenthal Nord I;Dürener Str.;Danteweg;11;Lind-N I;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93314338;6,92204833
2227;Frangenheimstr. ggü 6;Lindenthal Nord I;Karl-Schwering-Platz;Herbert-Lewin-Str.;7;Lind-N I;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93223304;6,91843763
2228;Frangenheimstr. 5;Lindenthal Nord I;Karl-Schwering-Platz;Herbert-Lewin-Str.;9;Lind-N I;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93289051;6,92048303
2229;Gronewaldstr. 1;Lindenthal Nord I;;;9;Lind-N I;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93360982;6,91884134
2230;Karl-Schwering-Platz ggü 4;Lindenthal Nord I;;;16;Lind-N I;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93181237;6,91796152
2231;Biggestr. ggü. 13;Lindenthal Nord I;Wüllnerstr.;Rautenstrauchkanal;20;Lind-N I;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93256;6,91519942
2232;Biggestr. ggü. 2;Lindenthal Nord I;Wüllnerstr.;Karl-Schwering-Platz;9;Lind-N I;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;0,93180819;6,91700844
2233;Biggestr. 3-5;Lindenthal Nord I;Wüllnerstr.;Karl-Schwering-Platz;7;Lind-N I;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93157724;6,91580504
2234;Biggestr. 1;Lindenthal Nord I;Wüllnerstr.;Karl-Schwering-Platz;8;Lind-N I;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,9316878;6,91642919
2235;Wüllnerstr. 3;Lindenthal Nord I;Klosterstr.;Biggestr.;7;Lind-N I;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93205103;6,91496965
2236;Aachener Str. 403a;Lindenthal Nord II;Stadtwaldgürtel;Lortzingstr.;10;Lind-N II;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9366814;6,9100094
2237;Aachener Str. 331/333;Lindenthal Nord II;Lortzingstr.;Klosterstr.;9;Lind-N II;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9366117;6,9123504
2238;Klosterstr. 126;Lindenthal Nord II;Aachener Str.;Clarenbachstr.;14;Lind-N I + Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,9361844;6,9128619
2239;Clarenbachstr. 186;Lindenthal Nord II;Klosterstr.;Lortzingstr.;26;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93309221;6,91108704
2240;Klosterstr. 122;Lindenthal Nord II;Clarenbachstr.;Friedrich-Schmidt-Str.;17;Lind-N I + Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,935551;6,9131808
2241;Klosterstr. 74;Lindenthal Nord II;Rautenstrauchstr.;Wüllnerstr.;13;Lind-N I + Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93292728;6,91371572
2242;Klosterstr. 40;Lindenthal Nord II;Wüllnerstr.;Dürener Str.;15;Lind-N I + Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93159;6,91385
2243;Klosterstr. 14/16;Lindenthal Nord II;Wüllnerstr.;Dürener Str.;15;Lind-N I + Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93091131;6,91455906
2244;Wüllnerstr. 100;Lindenthal Nord II;Klosterstr.;Lortzingstr.;16;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,9319697;6,9133083
2245;Wüllnerstr. 104;Lindenthal Nord II;Klosterstr.;Lortzingstr.;10;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93173194;6,9125352
2246;Wüllnerstr. 106;Lindenthal Nord II;Lortzingstr.;Landgrafenstr.;10;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,9317754;6,9112734
2247;Wüllnerstr. 117;Lindenthal Nord II;Lortzingstr.;Landgrafenstr.;5;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93145398;6,91063154
2248;Wüllnerstr. 121;Lindenthal Nord II;Lortzingstr.;Landgrafenstr.;5;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,9313579;6,909931
2249;Wüllnerstr. 126;Lindenthal Nord II;Landgrafenstr.;Stadtwaldgürtel;4;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,9315196;6,9089674
2250;Wüllnerstr. 127;Lindenthal Nord II;Landgrafenstr.;Stadtwaldgürtel;5;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,9312195;6,9090012
2251;Hillerstr. 54;Lindenthal Nord II;Dürener Str.;Wüllnerstr.;18;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,9312165;6,910588
2252;Hillerstr. 44;Lindenthal Nord II;Dürener Str.;Wüllnerstr.;18;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,9304817;6,910631
2253;Hillerstr. 20;Lindenthal Nord II;Dürener Str.;Wüllnerstr.;18;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,9298073;6,9108939
2254;Hillerstr. ggü. 8;Lindenthal Nord II;Dürener Str.;Wüllnerstr.;18;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,92904687;6,91139373
2255;Theresienstr. 74a;Lindenthal Nord II;Dürener Str.;Wüllnerstr.;14;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,92994893;6,91292013
2256;Theresienstr. 80;Lindenthal Nord II;Dürener Str.;Wüllnerstr.;14;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93052191;6,91266802
2257;Theresienstr. 92;Lindenthal Nord II;Dürener Str.;Wüllnerstr.;14;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,9310163;6,9126102
2258;Theresienstr. ggü. 96;Lindenthal Nord II;Dürener Str.;Wüllnerstr.;13;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93145422;6,91218601
2259;Lortzingplatz ggü. 1A;Lindenthal Nord II;Theresienstr.;Wüllnerstr.;14;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93053522;6,91187291
2260;Lortzingplatz ggü. 7;Lindenthal Nord II;Theresienstr.;Wüllnerstr.;15;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93075833;6,91167883
2261;Lortzingplatz ggü. 17;Lindenthal Nord II;Theresienstr.;Wüllnerstr.;15;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93148952;6,91139624
2262;Landgrafenstr. 101 - 103;Lindenthal Nord II;Wüllnerstr.;Dürener Str.;13;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93090352;6,90978359
2263;Landgrafenstr. 97;Lindenthal Nord II;Wüllnerstr.;Dürener Str.;13;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93062762;6,90985187
2264;Landgrafenstr. 71;Lindenthal Nord II;Wüllnerstr.;Dürener Str.;13;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,92957;6,91011869
2265;Landgrafenstr. 53;Lindenthal Nord II;Wüllnerstr.;Dürener Str.;14;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,9285128;6,9104123
2266;Landgrafenstr. 106a;Lindenthal Nord II;Wüllnerstr.;Rautenstrauchstr.;21;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,9325156;6,9096527
2267;Landgrafenstr. 105;Lindenthal Nord II;Wüllnerstr.;Rautenstrauchstr.;21;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93184253;6,90956896
2268;Lortzingstr. 10;Lindenthal Nord II;Wüllnerstr.;Rautenstrauchstr.;15;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,9322796;6,9118099
2269;Behringstr. 6;Lindenthal Nord II;Rautenstrauchstr.;Wüllnerstr.;8;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93241746;6,91271474
2270;Behringstr. 10;Lindenthal Nord II;Rautenstrauchstr.;Wüllnerstr.;11;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,9328684;6,91265665
2271;Rautenstrauchstr. ggü. 69;Lindenthal Nord II;Behringstr.;Lortzingstr.;7;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93301145;6,91116293
2272;Rautenstrauchstr. 69b/71;Lindenthal Nord II;Lortzingstr.;Landgrafenstr.;18;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,932944;6,9107243
2273;Rautenstrauchstr. 81;Lindenthal Nord II;Landgrafenstr.;Stadtwaldgürtel;10;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,9327484;6,9082802
2274;Rautenstrauchstr. 78;Lindenthal Nord II;Stadtwaldgürtel;Landgrafenstr.;12;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93343954;6,90866901
2275;Rautenstrauchstr. 76a;Lindenthal Nord II;Landgrafenstr.;Lortzingstr.;7;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93379;6,91005
